state_code,county_code,site_num,poc,date_local,latitude,longitude,state_name,county_name,city_name,cbsa_name,arithmetic_mean,pm25_max,aqi,wind_mean,press_mean,rh_mean,dew_point_max,PRCP,TMAX,TMIN,month,year,season,high_pm25_day
6,37,1103,1,2024-03-20,34.06659,-118.22688,California,Los Angeles,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",17.194444333333333,29.1,66.0,104.9229165,1003.583333,79.708333,96.0,0.0,18.3,12.2,3,2024,Spring,0
6,37,1103,1,2024-03-21,34.06659,-118.22688,California,Los Angeles,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",18.502777666666667,27.1,69.0,97.46041650000001,1006.083333,80.875,96.0,0.0,18.3,13.3,3,2024,Spring,0
6,37,1103,1,2024-03-22,34.06659,-118.22688,California,Los Angeles,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",19.12777766666667,34.7,70.0,98.158333,1004.916667,82.541667,100.0,0.0,18.3,11.7,3,2024,Spring,0
6,37,1103,1,2024-03-23,34.06659,-118.22688,California,Los Angeles,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",4.793055666666667,9.7,26.0,89.69375,999.125,80.083333,99.0,4.6,16.7,11.7,3,2024,Spring,0
6,37,1103,1,2024-03-24,34.06659,-118.22688,California,Los Angeles,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",2.8472223333333333,5.7,15.5,133.35625000000002,996.5,59.625,83.0,1.8,16.7,10.0,3,2024,Spring,0
6,37,1103,1,2024-03-25,34.06659,-118.22688,California,Los Angeles,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",5.36666675,9.7,29.666666666666668,62.3916665,1000.541667,61.875,88.0,0.0,17.8,8.9,3,2024,Spring,0
6,37,1103,1,2024-03-26,34.06659,-118.22688,California,Los Angeles,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",8.222222333333333,11.4,44.5,60.49375,1004.958333,68.25,92.0,0.0,17.2,10.0,3,2024,Spring,0
6,37,1103,1,2024-03-27,34.06659,-118.22688,California,Los Angeles,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",11.475,18.3,55.0,72.80000000000001,1008.333333,72.208333,92.0,0.0,17.8,10.0,3,2024,Spring,0
6,37,1103,1,2024-03-28,34.06659,-118.22688,California,Los Angeles,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",10.325000000000001,18.3,53.0,77.00833300000001,1005.0,81.25,99.0,0.0,16.7,11.1,3,2024,Spring,0
6,37,1103,1,2024-03-29,34.06659,-118.22688,California,Los Angeles,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",5.916666666666667,10.9,32.5,81.20625000000001,1000.375,68.166667,92.0,3.6,16.7,10.6,3,2024,Spring,0
6,37,1103,1,2024-03-30,34.06659,-118.22688,California,Los Angeles,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",2.8347223333333336,6.2,15.0,46.329167,994.625,92.0,100.0,47.5,13.3,10.0,3,2024,Spring,0
6,37,1103,1,2024-03-31,34.06659,-118.22688,California,Los Angeles,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",3.1375,9.7,16.0,32.983333,996.333333,78.166667,99.0,0.3,16.7,9.4,3,2024,Spring,0
6,37,1103,1,2024-04-01,34.06659,-118.22688,California,Los Angeles,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",5.736111,11.4,31.0,75.83541699999999,1002.75,65.291667,93.0,0.0,17.2,11.1,4,2024,Spring,0
6,37,1103,1,2024-04-02,34.06659,-118.22688,California,Los Angeles,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",8.254166666666666,15.1,45.0,77.7958335,1010.875,61.166667,86.0,0.0,20.0,10.0,4,2024,Spring,0
6,37,1103,1,2024-04-03,34.06659,-118.22688,California,Los Angeles,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",8.906944333333334,13.8,49.0,79.66458300000001,1007.125,62.791667,94.0,0.0,19.4,12.2,4,2024,Spring,0
6,37,1103,1,2024-04-04,34.06659,-118.22688,California,Los Angeles,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",6.585714333333333,10.7,34.0,107.4104165,1000.708333,70.791667,92.0,0.0,16.1,10.6,4,2024,Spring,0
6,37,1103,1,2024-04-05,34.06659,-118.22688,California,Los Angeles,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",6.262499999999999,25.1,21.0,94.11458300000001,1002.0,67.791667,95.0,2.0,14.4,7.2,4,2024,Spring,0
6,37,1103,1,2024-04-06,34.06659,-118.22688,California,Los Angeles,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",5.1,5.1,28.0,81.9395835,1010.041667,54.916667,78.0,0.0,16.7,6.1,4,2024,Spring,0
6,37,1103,1,2024-04-07,34.06659,-118.22688,California,Los Angeles,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",7.1,7.1,39.0,73.475,1005.25,59.083333,83.0,0.0,16.7,7.2,4,2024,Spring,0
6,37,1103,1,2024-04-08,34.06659,-118.22688,California,Los Angeles,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",7.2,7.2,40.0,63.5791665,1001.958333,53.875,89.0,0.0,20.0,8.3,4,2024,Spring,0
6,37,1103,1,2024-04-09,34.06659,-118.22688,California,Los Angeles,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",7.7076925,23.7,36.0,64.95625,1004.791667,34.625,64.0,0.0,25.6,11.1,4,2024,Spring,0
6,37,1103,1,2024-04-10,34.06659,-118.22688,California,Los Angeles,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",12.666666666666666,36.7,57.5,75.7041665,1004.25,44.708333,79.0,0.0,23.3,12.2,4,2024,Spring,0
6,37,1103,1,2024-04-11,34.06659,-118.22688,California,Los Angeles,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",18.459722333333332,33.5,68.5,98.0916665,999.5,65.708333,94.0,0.0,17.8,11.7,4,2024,Spring,0
6,37,1103,1,2024-04-12,34.06659,-118.22688,California,Los Angeles,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",17.03020825,36.1,66.0,81.44375000000001,1000.75,82.583333,97.0,0.0,16.1,12.2,4,2024,Spring,0
6,37,1103,1,2024-04-13,34.06659,-118.22688,California,Los Angeles,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",6.040277666666667,8.5,33.0,81.0083335,1004.791667,72.458333,99.0,1.5,17.2,8.9,4,2024,Spring,0
6,37,1103,1,2024-04-14,34.06659,-118.22688,California,Los Angeles,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",6.718055666666667,13.3,37.0,70.50833300000001,1007.208333,92.833333,100.0,9.7,16.1,8.3,4,2024,Spring,0
6,37,1103,1,2024-04-15,34.06659,-118.22688,California,Los Angeles,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",7.1055556666666675,11.4,37.5,65.4520835,1005.958333,74.291667,100.0,0.0,16.7,8.3,4,2024,Spring,0
6,37,1103,1,2024-04-16,34.06659,-118.22688,California,Los Angeles,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",9.080555666666667,16.5,47.0,64.05625,1003.791667,62.833333,93.0,0.0,22.2,10.6,4,2024,Spring,0
